,time£¨s£©,temperature£¨K£©
,27.79,293.18662
,27.8,293.18607
,27.81,293.18552
,27.82,293.18499
,27.83,293.18446
,27.84,293.18394
,27.85,293.18343
,27.86,293.18292
,27.87,293.18242
,27.88,293.18194
,27.89,293.18145
,27.9,293.18098
,27.91,293.18051
,27.92,293.18005
,27.93,293.1796
,27.94,293.17915
,27.95,293.17871
,27.96,293.17828
,27.97,293.17785
,27.98,293.17743
,27.99,293.17702
,28,293.17661
,28.01,293.17621
,28.02,293.17581
,28.03,293.17542
,28.04,293.17504
,28.05,293.17466
,28.06,293.17429
,28.07,293.17392
,28.08,293.17356
,28.09,293.1732
,28.1,293.17285
,28.11,293.17251
,28.12,293.17217
,28.13,293.17183
,28.14,293.17151
,28.15,293.17118
,28.16,293.17086
,28.17,293.17055
,28.18,293.17024
,28.19,293.16993
,28.2,293.16963
,28.21,293.16933
,28.22,293.16904
,28.23,293.16875
,28.24,293.16847
,28.25,293.16819
,28.26,293.16792
,28.27,293.16765
,28.28,293.16738
,28.29,293.16712
,28.3,293.16686
,28.31,293.16661
,28.32,293.16635
,28.33,293.16611
,28.34,293.16586
,28.35,293.16563
,28.36,293.16539
,28.37,293.16516
,28.38,293.16493
,28.39,293.1647
,28.4,293.16448
,28.41,293.16426
,28.42,293.16405
,28.43,293.16384
,28.44,293.16363
,28.45,293.16342
,28.46,293.16322
,28.47,293.16302
,28.48,293.16282
,28.49,293.16263
,28.5,293.16244
,28.51,293.16225
,28.52,293.16207
,28.53,293.16188
,28.54,293.1617
,28.55,293.16153
,28.56,293.16135
,28.57,293.16118
,28.58,293.16101
,28.59,293.16085
,28.6,293.16068
,28.61,293.16052
,28.62,293.16036
,28.63,293.16021
,28.64,293.16005
,28.65,293.1599
,28.66,293.15975
,28.67,293.1596
,28.68,293.15946
,28.69,293.15932
,28.7,293.15918
,28.71,293.15904
,28.72,293.1589
,28.73,293.15877
,28.74,293.15863
,28.75,293.1585
,28.76,293.15838
,28.77,293.15825
,28.78,293.15812
,28.79,293.158
,28.8,293.15788
,28.81,293.15776
,28.82,293.15765
,28.83,293.15753
,28.84,293.15742
,28.85,293.1573
,28.86,293.15719
,28.87,293.15709
,28.88,293.15698
,28.89,293.15687
,28.9,293.15677
,28.91,293.15667
,28.92,293.15657
,28.93,293.15647
,28.94,293.15637
,28.95,293.15627
,28.96,293.15618
,28.97,293.15609
,28.98,293.15599
,28.99,293.1559
,29,293.15581
,29.01,293.15573
,29.02,293.15564
,29.03,293.15555
,29.04,293.15547
,29.05,293.15539
,29.06,293.15531
,29.07,293.15523
,29.08,293.15515
,29.09,293.15507
,29.1,293.15499
,29.11,293.15492
,29.12,293.15484
,29.13,293.15477
,29.14,293.1547
,29.15,293.15463
,29.16,293.15456
,29.17,293.15449
,29.18,293.15442
,29.19,293.15436
,29.2,293.15429
,29.21,293.15422
,29.22,293.15416
,29.23,293.1541
,29.24,293.15404
,29.25,293.15398
,29.26,293.15392
,29.27,293.15386
,29.28,293.1538
,29.29,293.15374
,29.3,293.15368
,29.31,293.15363
,29.32,293.15357
,29.33,293.15352
,29.34,293.15347
,29.35,293.15341
,29.36,293.15336
,29.37,293.15331
,29.38,293.15326
,29.39,293.15321
,29.4,293.15316
,29.41,293.15312
,29.42,293.15307
,29.43,293.15302
,29.44,293.15298
,29.45,293.15293
,29.46,293.15289
,29.47,293.15284
,29.48,293.1528
,29.49,293.15276
,29.5,293.15272
,29.51,293.15268
,29.52,293.15264
,29.53,293.1526
,29.54,293.15256
,29.55,293.15252
,29.56,293.15248
,29.57,293.15244
,29.58,293.15241
,29.59,293.15237
,29.6,293.15233
,29.61,293.1523
,29.62,293.15226
,29.63,293.15223
,29.64,293.1522
,29.65,293.15216
,29.66,293.15213
,29.67,293.1521
,29.68,293.15207
,29.69,293.15204
,29.7,293.15201
,29.71,293.15197
,29.72,293.15195
,29.73,293.15192
,29.74,293.15189
,29.75,293.15186
,29.76,293.15183
,29.77,293.1518
,29.78,293.15178
,29.79,293.15175
,29.8,293.15172
,29.81,293.1517
,29.82,293.15167
,29.83,293.15165
,29.84,293.15162
,29.85,293.1516
,29.86,293.15157
,29.87,293.15155
,29.88,293.15152
,29.89,293.1515
,29.9,293.15148
,29.91,293.15146
,29.92,293.15143
,29.93,293.15141
,29.94,293.15139
,29.95,293.15137
,29.96,293.15135
,29.97,293.15133
,29.98,293.15131
,29.99,293.15129
,30,293.16831
