eight gas infrared absorption band,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2,measured FTIR,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2
Figure 2c-up,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption
,1.423420003,0,1.423420003,0,1.423420003,0,1.423420003,0,1.428503404,0,1.407833812,0,1.423420003,0,1.423420003,0,,,,,,,,,,,,,,,,,
,1.42330745,0,1.42330745,0,1.42330745,0,1.42330745,0,1.428390045,0,1.40772371,0,1.42330745,0,1.42330745,0,,,,,,,,,,,,,,,,,
,1.423194914,0,1.423194914,0,1.423194914,0,1.423194914,0,1.428276704,0,1.407613625,0,1.423194914,0,1.423194914,0,,,,,,,,,,,,,,,,,
,1.423082396,0,1.423082396,0,1.423082396,0,1.423082396,0,1.428163381,0,1.407503557,0,1.423082396,0,1.423082396,0,,,,,,,,,,,,,,,,,
,1.422969896,0,1.422969896,0,1.422969896,0,1.422969896,0,1.428050076,0,1.407393507,0,1.422969896,0,1.422969896,0,,,,,,,,,,,,,,,,,
,1.422857413,0,1.422857413,0,1.422857413,0,1.422857413,0,1.427936789,0,1.407283473,0,1.422857413,0,1.422857413,0,,,,,,,,,,,,,,,,,
,1.422744949,0,1.422744949,0,1.422744949,0,1.422744949,0,1.42782352,0,1.407173457,0,1.422744949,0,1.422744949,0,,,,,,,,,,,,,,,,,
,1.422632502,0,1.422632502,0,1.422632502,0,1.422632502,0,1.427710269,0,1.407063458,0,1.422632502,0,1.422632502,0,,,,,,,,,,,,,,,,,
,1.422520073,0,1.422520073,0,1.422520073,0,1.422520073,0,1.427597036,0,1.406953476,0,1.422520073,0,1.422520073,0,,,,,,,,,,,,,,,,,
,1.422407661,0,1.422407661,0,1.422407661,0,1.422407661,0,1.427483821,0,1.406843512,0,1.422407661,0,1.422407661,0,,,,,,,,,,,,,,,,,
,1.422295268,0,1.422295268,0,1.422295268,0,1.422295268,0,1.427370624,0,1.406733564,0,1.422295268,0,1.422295268,0,,,,,,,,,,,,,,,,,
,1.422182892,0,1.422182892,0,1.422182892,0,1.422182892,0,1.427257445,0,1.406623634,0,1.422182892,0,1.422182892,0,,,,,,,,,,,,,,,,,
,1.422070534,0,1.422070534,0,1.422070534,0,1.422070534,0,1.427144284,0,1.406513721,0,1.422070534,0,1.422070534,0,,,,,,,,,,,,,,,,,
,1.421958194,0,1.421958194,0,1.421958194,0,1.421958194,0,1.42703114,0,1.406403825,0,1.421958194,0,1.421958194,0,,,,,,,,,,,,,,,,,
,1.421845871,0,1.421845871,0,1.421845871,0,1.421845871,0,1.426918015,0,1.406293946,0,1.421845871,0,1.421845871,0,,,,,,,,,,,,,,,,,
,1.421733566,0,1.421733566,0,1.421733566,0,1.421733566,0,1.426804908,0,1.406184085,0,1.421733566,0,1.421733566,0,,,,,,,,,,,,,,,,,
,1.42162128,0,1.42162128,0,1.42162128,0,1.42162128,0,1.426691818,0,1.40607424,0,1.42162128,0,1.42162128,0,,,,,,,,,,,,,,,,,
,1.42150901,0,1.42150901,0,1.42150901,0,1.42150901,0,1.426578746,0,1.405964413,0,1.42150901,0,1.42150901,0,,,,,,,,,,,,,,,,,
,1.421396759,0,1.421396759,0,1.421396759,0,1.421396759,0,1.426465693,0,1.405854603,0,1.421396759,0,1.421396759,0,,,,,,,,,,,,,,,,,
,1.421284525,0,1.421284525,0,1.421284525,0,1.421284525,0,1.426352657,0,1.40574481,0,1.421284525,0,1.421284525,0,,,,,,,,,,,,,,,,,
,1.421172309,0,1.421172309,0,1.421172309,0,1.421172309,0,1.426239639,0,1.405635034,0,1.421172309,0,1.421172309,0,,,,,,,,,,,,,,,,,
,1.42106011,0,1.42106011,0,1.42106011,0,1.42106011,0,1.426126639,0,1.405525275,0,1.42106011,0,1.42106011,0,,,,,,,,,,,,,,,,,
,1.420947929,0,1.420947929,0,1.420947929,0,1.420947929,0,1.426013657,0,1.405415534,0,1.420947929,0,1.420947929,0,,,,,,,,,,,,,,,,,
,1.420835767,0,1.420835767,0,1.420835767,0,1.420835767,0,1.425900693,0,1.40530581,0,1.420835767,0,1.420835767,0,,,,,,,,,,,,,,,,,
,1.420723621,0,1.420723621,0,1.420723621,0,1.420723621,0,1.425787747,0,1.405196102,0,1.420723621,0,1.420723621,0,,,,,,,,,,,,,,,,,
,1.420611494,0,1.420611494,0,1.420611494,0,1.420611494,0,1.425674819,0,1.405086412,0,1.420611494,0,1.420611494,0,,,,,,,,,,,,,,,,,
,1.420499384,0,1.420499384,0,1.420499384,0,1.420499384,0,1.425561908,0,1.404976739,0,1.420499384,0,1.420499384,0,,,,,,,,,,,,,,,,,
,1.420387292,0,1.420387292,0,1.420387292,0,1.420387292,0,1.425449016,0,1.404867083,0,1.420387292,0,1.420387292,0,,,,,,,,,,,,,,,,,
,1.420275217,0,1.420275217,0,1.420275217,0,1.420275217,0,1.425336141,0,1.404757445,0,1.420275217,0,1.420275217,0,,,,,,,,,,,,,,,,,
,1.42016316,0,1.42016316,0,1.42016316,0,1.42016316,0,1.425223284,0,1.404647823,0,1.42016316,0,1.42016316,0,,,,,,,,,,,,,,,,,
,1.420051121,0,1.420051121,0,1.420051121,0,1.420051121,0,1.425110445,0,1.404538218,0,1.420051121,0,1.420051121,0,,,,,,,,,,,,,,,,,
,1.4199391,0,1.4199391,0,1.4199391,0,1.4199391,0,1.424997624,0,1.404428631,0,1.4199391,0,1.4199391,0,,,,,,,,,,,,,,,,,
,1.419827096,0,1.419827096,0,1.419827096,0,1.419827096,0,1.424884821,0,1.404319061,0,1.419827096,0,1.419827096,0,,,,,,,,,,,,,,,,,
,1.41971511,0,1.41971511,0,1.41971511,0,1.41971511,0,1.424772036,0,1.404209508,0,1.41971511,0,1.41971511,0,,,,,,,,,,,,,,,,,
,1.419603141,0,1.419603141,0,1.419603141,0,1.419603141,0,1.424659268,0,1.404099971,0,1.419603141,0,1.419603141,0,,,,,,,,,,,,,,,,,
,1.419491191,0,1.419491191,0,1.419491191,0,1.419491191,0,1.424546519,0,1.403990452,0,1.419491191,0,1.419491191,0,,,,,,,,,,,,,,,,,
,1.419379258,0,1.419379258,0,1.419379258,0,1.419379258,0,1.424433787,0,1.40388095,0,1.419379258,0,1.419379258,0,,,,,,,,,,,,,,,,,
,1.419267342,0,1.419267342,0,1.419267342,0,1.419267342,0,1.424321073,0,1.403771465,0,1.419267342,0,1.419267342,0,,,,,,,,,,,,,,,,,
,1.419155444,0,1.419155444,0,1.419155444,0,1.419155444,0,1.424208377,0,1.403661998,0,1.419155444,0,1.419155444,0,,,,,,,,,,,,,,,,,
,1.419043564,0,1.419043564,0,1.419043564,0,1.419043564,0,1.424095699,0,1.403552547,0,1.419043564,0,1.419043564,0,,,,,,,,,,,,,,,,,
,1.418931701,0,1.418931701,0,1.418931701,0,1.418931701,0,1.423983038,0,1.403443113,0,1.418931701,0,1.418931701,0,,,,,,,,,,,,,,,,,
,1.418819857,0,1.418819857,0,1.418819857,0,1.418819857,0,1.423870396,0,1.403333697,0,1.418819857,0,1.418819857,0,,,,,,,,,,,,,,,,,
,1.418708029,0,1.418708029,0,1.418708029,0,1.418708029,0,1.423757771,0,1.403224297,0,1.418708029,0,1.418708029,0,,,,,,,,,,,,,,,,,
,1.41859622,0,1.41859622,0,1.41859622,0,1.41859622,0,1.423645164,0,1.403114915,0,1.41859622,0,1.41859622,0,,,,,,,,,,,,,,,,,
,1.418484428,0,1.418484428,0,1.418484428,0,1.418484428,0,1.423532575,0,1.403005549,0,1.418484428,0,1.418484428,0,,,,,,,,,,,,,,,,,
,1.418372653,0,1.418372653,0,1.418372653,0,1.418372653,0,1.423420003,0,1.402896201,0,1.418372653,0,1.418372653,0,,,,,,,,,,,,,,,,,
,1.418260896,0,1.418260896,0,1.418260896,0,1.418260896,0,1.42330745,0,1.402786869,0,1.418260896,0,1.418260896,0,,,,,,,,,,,,,,,,,
,1.418149157,0,1.418149157,0,1.418149157,0,1.418149157,0,1.423194914,0,1.402677555,0,1.418149157,0,1.418149157,0,,,,,,,,,,,,,,,,,
,1.418037436,0,1.418037436,0,1.418037436,0,1.418037436,0,1.423082396,0,1.402568258,0,1.418037436,0,1.418037436,0,,,,,,,,,,,,,,,,,
,1.417925732,0,1.417925732,0,1.417925732,0,1.417925732,0,1.422969896,0,1.402458978,0,1.417925732,0,1.417925732,0,,,,,,,,,,,,,,,,,
,1.417814045,0,1.417814045,0,1.417814045,0,1.417814045,0,1.422857413,0,1.402349714,0,1.417814045,0,1.417814045,0,,,,,,,,,,,,,,,,,
,1.417702376,0,1.417702376,0,1.417702376,0,1.417702376,0,1.422744949,0,1.402240468,0,1.417702376,0,1.417702376,0,,,,,,,,,,,,,,,,,
,1.417590725,0,1.417590725,0,1.417590725,0,1.417590725,0,1.422632502,0,1.402131239,0,1.417590725,0,1.417590725,0,,,,,,,,,,,,,,,,,
,1.417479092,0,1.417479092,0,1.417479092,0,1.417479092,0,1.422520073,0,1.402022027,0,1.417479092,0,1.417479092,0,,,,,,,,,,,,,,,,,
,1.417367476,0,1.417367476,0,1.417367476,0,1.417367476,0,1.422407661,0,1.401912832,0,1.417367476,0,1.417367476,0,,,,,,,,,,,,,,,,,
,1.417255877,0,1.417255877,0,1.417255877,0,1.417255877,0,1.422295268,0,1.401803653,0,1.417255877,0,1.417255877,0,,,,,,,,,,,,,,,,,
,1.417144296,0,1.417144296,0,1.417144296,0,1.417144296,0,1.422182892,0,1.401694492,0,1.417144296,0,1.417144296,0,,,,,,,,,,,,,,,,,
,1.417032733,0,1.417032733,0,1.417032733,0,1.417032733,0,1.422070534,0,1.401585348,0,1.417032733,0,1.417032733,0,,,,,,,,,,,,,,,,,
,1.416921187,0,1.416921187,0,1.416921187,0,1.416921187,0,1.421958194,0,1.401476221,0,1.416921187,0,1.416921187,0,,,,,,,,,,,,,,,,,
,1.416809659,0,1.416809659,0,1.416809659,0,1.416809659,0,1.421845871,0,1.401367111,0,1.416809659,0,1.416809659,0,,,,,,,,,,,,,,,,,
,1.416698148,0,1.416698148,0,1.416698148,0,1.416698148,0,1.421733566,0,1.401258018,0,1.416698148,0,1.416698148,0,,,,,,,,,,,,,,,,,
,1.416586655,0,1.416586655,0,1.416586655,0,1.416586655,0,1.42162128,0,1.401148942,0,1.416586655,0,1.416586655,0,,,,,,,,,,,,,,,,,
,1.41647518,0,1.41647518,0,1.41647518,0,1.41647518,0,1.42150901,0,1.401039882,0,1.41647518,0,1.41647518,0,,,,,,,,,,,,,,,,,
,1.416363722,0,1.416363722,0,1.416363722,0,1.416363722,0,1.421396759,0,1.40093084,0,1.416363722,0,1.416363722,0,,,,,,,,,,,,,,,,,
,1.416252281,0,1.416252281,0,1.416252281,0,1.416252281,0,1.421284525,0,1.400821815,0,1.416252281,0,1.416252281,0,,,,,,,,,,,,,,,,,
,1.416140858,0,1.416140858,0,1.416140858,0,1.416140858,0,1.421172309,0,1.400712807,0,1.416140858,0,1.416140858,0,,,,,,,,,,,,,,,,,
,1.416029453,0,1.416029453,0,1.416029453,0,1.416029453,0,1.42106011,0,1.400603815,0,1.416029453,0,1.416029453,0,,,,,,,,,,,,,,,,,
,1.415918065,0,1.415918065,0,1.415918065,0,1.415918065,0,1.420947929,0,1.400494841,0,1.415918065,0,1.415918065,0,,,,,,,,,,,,,,,,,
,1.415806695,0,1.415806695,0,1.415806695,0,1.415806695,0,1.420835767,0,1.400385884,0,1.415806695,0,1.415806695,0,,,,,,,,,,,,,,,,,
,1.415695342,0,1.415695342,0,1.415695342,0,1.415695342,0,1.420723621,0,1.400276943,0,1.415695342,0,1.415695342,0,,,,,,,,,,,,,,,,,
,1.415584006,0,1.415584006,0,1.415584006,0,1.415584006,0,1.420611494,0,1.40016802,0,1.415584006,0,1.415584006,0,,,,,,,,,,,,,,,,,
,1.415472689,0,1.415472689,0,1.415472689,0,1.415472689,0,1.420499384,0,1.400059113,0,1.415472689,0,1.415472689,0,,,,,,,,,,,,,,,,,
,1.415361388,0,1.415361388,0,1.415361388,0,1.415361388,0,1.420387292,0,1.399950223,0,1.415361388,0,1.415361388,0,,,,,,,,,,,,,,,,,
,1.415250106,0,1.415250106,0,1.415250106,0,1.415250106,0,1.420275217,0,1.399841351,0,1.415250106,0,1.415250106,0,,,,,,,,,,,,,,,,,
,1.41513884,0,1.41513884,0,1.41513884,0,1.41513884,0,1.42016316,0,1.399732495,0,1.41513884,0,1.41513884,0,,,,,,,,,,,,,,,,,
,1.415027592,0,1.415027592,0,1.415027592,0,1.415027592,0,1.420051121,0,1.399623656,0,1.415027592,0,1.415027592,0,,,,,,,,,,,,,,,,,
,1.414916362,0,1.414916362,0,1.414916362,0,1.414916362,0,1.4199391,0,1.399514834,0,1.414916362,0,1.414916362,0,,,,,,,,,,,,,,,,,
,1.414805149,0,1.414805149,0,1.414805149,0,1.414805149,0,1.419827096,0,1.399406029,0,1.414805149,0,1.414805149,0,,,,,,,,,,,,,,,,,
,1.414693954,0,1.414693954,0,1.414693954,0,1.414693954,0,1.41971511,0,1.399297241,0,1.414693954,0,1.414693954,0,,,,,,,,,,,,,,,,,
,1.414582776,0,1.414582776,0,1.414582776,0,1.414582776,0,1.419603141,0,1.39918847,0,1.414582776,0,1.414582776,0,,,,,,,,,,,,,,,,,
,1.414471616,0,1.414471616,0,1.414471616,0,1.414471616,0,1.419491191,0,1.399079716,0,1.414471616,0,1.414471616,0,,,,,,,,,,,,,,,,,
,1.414360473,0,1.414360473,0,1.414360473,0,1.414360473,0,1.419379258,0,1.398970979,0,1.414360473,0,1.414360473,0,,,,,,,,,,,,,,,,,
,1.414249347,0,1.414249347,0,1.414249347,0,1.414249347,0,1.419267342,0,1.398862258,0,1.414249347,0,1.414249347,0,,,,,,,,,,,,,,,,,
,1.414138239,0,1.414138239,0,1.414138239,0,1.414138239,0,1.419155444,0,1.398753555,0,1.414138239,0,1.414138239,0,,,,,,,,,,,,,,,,,
,1.414027149,0,1.414027149,0,1.414027149,0,1.414027149,0,1.419043564,0,1.398644868,0,1.414027149,0,1.414027149,0,,,,,,,,,,,,,,,,,
,1.413916076,0,1.413916076,0,1.413916076,0,1.413916076,0,1.418931701,0,1.398536198,0,1.413916076,0,1.413916076,0,,,,,,,,,,,,,,,,,
,1.41380502,0,1.41380502,0,1.41380502,0,1.41380502,0,1.418819857,0,1.398427545,0,1.41380502,0,1.41380502,0,,,,,,,,,,,,,,,,,
,1.413693982,0,1.413693982,0,1.413693982,0,1.413693982,0,1.418708029,0,1.398318909,0,1.413693982,0,1.413693982,0,,,,,,,,,,,,,,,,,
,1.413582961,0,1.413582961,0,1.413582961,0,1.413582961,0,1.41859622,0,1.39821029,0,1.413582961,0,1.413582961,0,,,,,,,,,,,,,,,,,
,1.413471958,0,1.413471958,0,1.413471958,0,1.413471958,0,1.418484428,0,1.398101688,0,1.413471958,0,1.413471958,0,,,,,,,,,,,,,,,,,
,1.413360972,0,1.413360972,0,1.413360972,0,1.413360972,0,1.418372653,0,1.397993103,0,1.413360972,0,1.413360972,0,,,,,,,,,,,,,,,,,
,1.413250003,0,1.413250003,0,1.413250003,0,1.413250003,0,1.418260896,0,1.397884534,0,1.413250003,0,1.413250003,0,,,,,,,,,,,,,,,,,
,1.413139052,0,1.413139052,0,1.413139052,0,1.413139052,0,1.418149157,0,1.397775983,0,1.413139052,0,1.413139052,0,,,,,,,,,,,,,,,,,
,1.413028119,0,1.413028119,0,1.413028119,0,1.413028119,0,1.418037436,0,1.397667448,0,1.413028119,0,1.413028119,0,,,,,,,,,,,,,,,,,
,1.412917203,0,1.412917203,0,1.412917203,0,1.412917203,0,1.417925732,0,1.39755893,0,1.412917203,0,1.412917203,0,,,,,,,,,,,,,,,,,
,1.412806304,0,1.412806304,0,1.412806304,0,1.412806304,0,1.417814045,0,1.397450429,0,1.412806304,0,1.412806304,0,,,,,,,,,,,,,,,,,
,1.412695422,0,1.412695422,0,1.412695422,0,1.412695422,0,1.417702376,0,1.397341945,0,1.412695422,0,1.412695422,0,,,,,,,,,,,,,,,,,
,1.412584558,0,1.412584558,0,1.412584558,0,1.412584558,0,1.417590725,0,1.397233477,0,1.412584558,0,1.412584558,0,,,,,,,,,,,,,,,,,
,1.412473712,0,1.412473712,0,1.412473712,0,1.412473712,0,1.417479092,0,1.397125027,0,1.412473712,0,1.412473712,0,,,,,,,,,,,,,,,,,
,1.412362883,0,1.412362883,0,1.412362883,0,1.412362883,0,1.417367476,0,1.397016593,0,1.412362883,0,1.412362883,0,,,,,,,,,,,,,,,,,
,1.412252071,0,1.412252071,0,1.412252071,0,1.412252071,0,1.417255877,0,1.396908176,0,1.412252071,0,1.412252071,0,,,,,,,,,,,,,,,,,
,1.412141276,0,1.412141276,0,1.412141276,0,1.412141276,0,1.417144296,0,1.396799776,0,1.412141276,0,1.412141276,0,,,,,,,,,,,,,,,,,
,1.412030499,0,1.412030499,0,1.412030499,0,1.412030499,0,1.417032733,0,1.396691393,0,1.412030499,0,1.412030499,0,,,,,,,,,,,,,,,,,
,1.41191974,0,1.41191974,0,1.41191974,0,1.41191974,0,1.416921187,0,1.396583026,0,1.41191974,0,1.41191974,0,,,,,,,,,,,,,,,,,
,1.411808997,0,1.411808997,0,1.411808997,0,1.411808997,0,1.416809659,0,1.396474677,0,1.411808997,0,1.411808997,0,,,,,,,,,,,,,,,,,
,1.411698272,0,1.411698272,0,1.411698272,0,1.411698272,0,1.416698148,0,1.396366344,0,1.411698272,0,1.411698272,0,,,,,,,,,,,,,,,,,
,1.411587565,0,1.411587565,0,1.411587565,0,1.411587565,0,1.416586655,0,1.396258028,0,1.411587565,0,1.411587565,0,,,,,,,,,,,,,,,,,
,1.411476875,0,1.411476875,0,1.411476875,0,1.411476875,0,1.41647518,0,1.396149729,0,1.411476875,0,1.411476875,0,,,,,,,,,,,,,,,,,
,1.411366202,0,1.411366202,0,1.411366202,0,1.411366202,0,1.416363722,0,1.396041446,0,1.411366202,0,1.411366202,0,,,,,,,,,,,,,,,,,
,1.411255546,0,1.411255546,0,1.411255546,0,1.411255546,0,1.416252281,0,1.395933181,0,1.411255546,0,1.411255546,0,,,,,,,,,,,,,,,,,
,1.411144908,0,1.411144908,0,1.411144908,0,1.411144908,0,1.416140858,0,1.395824932,0,1.411144908,0,1.411144908,0,,,,,,,,,,,,,,,,,
,1.411034288,0,1.411034288,0,1.411034288,0,1.411034288,0,1.416029453,0,1.3957167,0,1.411034288,0,1.411034288,0,,,,,,,,,,,,,,,,,
,1.410923684,0,1.410923684,0,1.410923684,0,1.410923684,0,1.415918065,0,1.395608485,0,1.410923684,0,1.410923684,0,,,,,,,,,,,,,,,,,
,1.410813098,0,1.410813098,0,1.410813098,0,1.410813098,0,1.415806695,0,1.395500286,0,1.410813098,0,1.410813098,0,,,,,,,,,,,,,,,,,
,1.410702529,0,1.410702529,0,1.410702529,0,1.410702529,0,1.415695342,0,1.395392105,0,1.410702529,0,1.410702529,0,,,,,,,,,,,,,,,,,
,1.410591978,0,1.410591978,0,1.410591978,0,1.410591978,0,1.415584006,0,1.39528394,0,1.410591978,0,1.410591978,0,,,,,,,,,,,,,,,,,
,1.410481444,0,1.410481444,0,1.410481444,0,1.410481444,0,1.415472689,0,1.395175792,0,1.410481444,0,1.410481444,0,,,,,,,,,,,,,,,,,
,1.410370927,0,1.410370927,0,1.410370927,0,1.410370927,0,1.415361388,0,1.39506766,0,1.410370927,0,1.410370927,0,,,,,,,,,,,,,,,,,
,1.410260427,0,1.410260427,0,1.410260427,0,1.410260427,0,1.415250106,0,1.394959546,0,1.410260427,0,1.410260427,0,,,,,,,,,,,,,,,,,
,1.410149945,0,1.410149945,0,1.410149945,0,1.410149945,0,1.41513884,0,1.394851448,0,1.410149945,0,1.410149945,0,,,,,,,,,,,,,,,,,
,1.410039481,0,1.410039481,0,1.410039481,0,1.410039481,0,1.415027592,0,1.394743367,0,1.410039481,0,1.410039481,0,,,,,,,,,,,,,,,,,
,1.409929033,0,1.409929033,0,1.409929033,0,1.409929033,0,1.414916362,0,1.394635302,0,1.409929033,0,1.409929033,0,,,,,,,,,,,,,,,,,
,1.409818603,0,1.409818603,0,1.409818603,0,1.409818603,0,1.414805149,0,1.394527255,0,1.409818603,0,1.409818603,0,,,,,,,,,,,,,,,,,
,1.40970819,0,1.40970819,0,1.40970819,0,1.40970819,0,1.414693954,0,1.394419224,0,1.40970819,0,1.40970819,0,,,,,,,,,,,,,,,,,
,1.409597794,0,1.409597794,0,1.409597794,0,1.409597794,0,1.414582776,0,1.39431121,0,1.409597794,0,1.409597794,0,,,,,,,,,,,,,,,,,
,1.409487416,0,1.409487416,0,1.409487416,0,1.409487416,0,1.414471616,0,1.394203212,0,1.409487416,0,1.409487416,0,,,,,,,,,,,,,,,,,
,1.409377055,0,1.409377055,0,1.409377055,0,1.409377055,0,1.414360473,0,1.394095232,0,1.409377055,0,1.409377055,0,,,,,,,,,,,,,,,,,
,1.409266711,0,1.409266711,0,1.409266711,0,1.409266711,0,1.414249347,0,1.393987268,0,1.409266711,0,1.409266711,0,,,,,,,,,,,,,,,,,
,1.409156385,0,1.409156385,0,1.409156385,0,1.409156385,0,1.414138239,0,1.39387932,0,1.409156385,0,1.409156385,0,,,,,,,,,,,,,,,,,
,1.409046075,0,1.409046075,0,1.409046075,0,1.409046075,0,1.414027149,0,1.39377139,0,1.409046075,0,1.409046075,0,,,,,,,,,,,,,,,,,
,1.408935783,0,1.408935783,0,1.408935783,0,1.408935783,0,1.413916076,0,1.393663476,0,1.408935783,0,1.408935783,0,,,,,,,,,,,,,,,,,
,1.408825509,0,1.408825509,0,1.408825509,0,1.408825509,0,1.41380502,0,1.393555579,0,1.408825509,0,1.408825509,0,,,,,,,,,,,,,,,,,
,1.408715251,0,1.408715251,0,1.408715251,0,1.408715251,0,1.413693982,0,1.393447699,0,1.408715251,0,1.408715251,0,,,,,,,,,,,,,,,,,
,1.408605011,0,1.408605011,0,1.408605011,0,1.408605011,0,1.413582961,0,1.393339835,0,1.408605011,0,1.408605011,0,,,,,,,,,,,,,,,,,
,1.408494788,0,1.408494788,0,1.408494788,0,1.408494788,0,1.413471958,0,1.393231988,0,1.408494788,0,1.408494788,0,,,,,,,,,,,,,,,,,
,1.408384582,0,1.408384582,0,1.408384582,0,1.408384582,0,1.413360972,0,1.393124158,0,1.408384582,0,1.408384582,0,,,,,,,,,,,,,,,,,
,1.408274394,0,1.408274394,0,1.408274394,0,1.408274394,0,1.413250003,0,1.393016344,0,1.408274394,0,1.408274394,0,,,,,,,,,,,,,,,,,
,1.408164223,0,1.408164223,0,1.408164223,0,1.408164223,0,1.413139052,0,1.392908547,0,1.408164223,0,1.408164223,0,,,,,,,,,,,,,,,,,
,1.408054069,0,1.408054069,0,1.408054069,0,1.408054069,0,1.413028119,0,1.392800767,0,1.408054069,0,1.408054069,0,,,,,,,,,,,,,,,,,
,1.407943932,0,1.407943932,0,1.407943932,0,1.407943932,0,1.412917203,0,1.392693004,0,1.407943932,0,1.407943932,0,,,,,,,,,,,,,,,,,
,1.407833812,0,1.407833812,0,1.407833812,0,1.407833812,0,1.412806304,0,1.392585257,0,1.407833812,0,1.407833812,0,,,,,,,,,,,,,,,,,
,1.40772371,0,1.40772371,0,1.40772371,0,1.40772371,0,1.412695422,0,1.392477526,0,1.40772371,0,1.40772371,0,,,,,,,,,,,,,,,,,
,1.407613625,0,1.407613625,0,1.407613625,0,1.407613625,0,1.412584558,0,1.392369813,0,1.407613625,0,1.407613625,0,,,,,,,,,,,,,,,,,
,1.407503557,0,1.407503557,0,1.407503557,0,1.407503557,0,1.412473712,0,1.392262116,0,1.407503557,0,1.407503557,0,,,,,,,,,,,,,,,,,
,1.407393507,0,1.407393507,0,1.407393507,0,1.407393507,0,1.412362883,0,1.392154436,0,1.407393507,0,1.407393507,0,,,,,,,,,,,,,,,,,
,1.407283473,0,1.407283473,0,1.407283473,0,1.407283473,0,1.412252071,0,1.392046772,0,1.407283473,0,1.407283473,0,,,,,,,,,,,,,,,,,
,1.407173457,0,1.407173457,0,1.407173457,0,1.407173457,0,1.412141276,0,1.391939125,0,1.407173457,0,1.407173457,0,,,,,,,,,,,,,,,,,
,1.407063458,0,1.407063458,0,1.407063458,0,1.407063458,0,1.412030499,0,1.391831495,0,1.407063458,0,1.407063458,0,,,,,,,,,,,,,,,,,
,1.406953476,0,1.406953476,0,1.406953476,0,1.406953476,0,1.41191974,0,1.391723881,0,1.406953476,0,1.406953476,0,,,,,,,,,,,,,,,,,
,1.406843512,0,1.406843512,0,1.406843512,0,1.406843512,0,1.411808997,0,1.391616284,0,1.406843512,0,1.406843512,0,,,,,,,,,,,,,,,,,
,1.406733564,0,1.406733564,0,1.406733564,0,1.406733564,0,1.411698272,0,1.391508704,0,1.406733564,0,1.406733564,0,,,,,,,,,,,,,,,,,
,1.406623634,0,1.406623634,0,1.406623634,0,1.406623634,0,1.411587565,0,1.39140114,0,1.406623634,0,1.406623634,0,,,,,,,,,,,,,,,,,
,1.406513721,0,1.406513721,0,1.406513721,0,1.406513721,0,1.411476875,0,1.391293593,0,1.406513721,0,1.406513721,0,,,,,,,,,,,,,,,,,
,1.406403825,0,1.406403825,0,1.406403825,0,1.406403825,0,1.411366202,0,1.391186063,0,1.406403825,0,1.406403825,0,,,,,,,,,,,,,,,,,
,1.406293946,0,1.406293946,0,1.406293946,0,1.406293946,0,1.411255546,0,1.391078549,0,1.406293946,0,1.406293946,0,,,,,,,,,,,,,,,,,
,1.406184085,0,1.406184085,0,1.406184085,0,1.406184085,0,1.411144908,0,1.390971052,0,1.406184085,0,1.406184085,0,,,,,,,,,,,,,,,,,
,1.40607424,0,1.40607424,0,1.40607424,0,1.40607424,0,1.411034288,0,1.390863571,0,1.40607424,0,1.40607424,0,,,,,,,,,,,,,,,,,
,1.405964413,0,1.405964413,0,1.405964413,0,1.405964413,0,1.410923684,0,1.390756107,0,1.405964413,0,1.405964413,0,,,,,,,,,,,,,,,,,
,1.405854603,0,1.405854603,0,1.405854603,0,1.405854603,0,1.410813098,0,1.39064866,0,1.405854603,0,1.405854603,0,,,,,,,,,,,,,,,,,
,1.40574481,0,1.40574481,0,1.40574481,0,1.40574481,0,1.410702529,0,1.390541229,0,1.40574481,0,1.40574481,0,,,,,,,,,,,,,,,,,
,1.405635034,0,1.405635034,0,1.405635034,0,1.405635034,0,1.410591978,0,1.390433815,0,1.405635034,0,1.405635034,0,,,,,,,,,,,,,,,,,
,1.405525275,0,1.405525275,0,1.405525275,0,1.405525275,0,1.410481444,0,1.390326417,0,1.405525275,0,1.405525275,0,,,,,,,,,,,,,,,,,
,1.405415534,0,1.405415534,0,1.405415534,0,1.405415534,0,1.410370927,0,1.390219036,0,1.405415534,0,1.405415534,0,,,,,,,,,,,,,,,,,
,1.40530581,0,1.40530581,0,1.40530581,0,1.40530581,0,1.410260427,0,1.390111672,0,1.40530581,0,1.40530581,0,,,,,,,,,,,,,,,,,
,1.405196102,0,1.405196102,0,1.405196102,0,1.405196102,0,1.410149945,0,1.390004324,0,1.405196102,0,1.405196102,0,,,,,,,,,,,,,,,,,
,1.405086412,0,1.405086412,0,1.405086412,0,1.405086412,0,1.410039481,0,1.389896993,0,1.405086412,0,1.405086412,0,,,,,,,,,,,,,,,,,
,1.404976739,0,1.404976739,0,1.404976739,0,1.404976739,0,1.409929033,0,1.389789678,0,1.404976739,0,1.404976739,0,,,,,,,,,,,,,,,,,
