eight gas infrared absorption band,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2,measured FTIR,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2
Figure 2c-up,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption
,0.535888026,0,0.535888026,0,0.535888026,0,0.535888026,0,0.537255593,0,0.531677545,0,0.535888026,0,0.535888026,0,,,,,,,,,,,,,,,,,
,0.535857714,0,0.535857714,0,0.535857714,0,0.535857714,0,0.537225127,0,0.531647708,0,0.535857714,0,0.535857714,0,,,,,,,,,,,,,,,,,
,0.535827406,0,0.535827406,0,0.535827406,0,0.535827406,0,0.537194664,0,0.531617874,0,0.535827406,0,0.535827406,0,,,,,,,,,,,,,,,,,
,0.535797102,0,0.535797102,0,0.535797102,0,0.535797102,0,0.537164205,0,0.531588044,0,0.535797102,0,0.535797102,0,,,,,,,,,,,,,,,,,
,0.535766801,0,0.535766801,0,0.535766801,0,0.535766801,0,0.537133749,0,0.531558217,0,0.535766801,0,0.535766801,0,,,,,,,,,,,,,,,,,
,0.535736503,0,0.535736503,0,0.535736503,0,0.535736503,0,0.537103297,0,0.531528394,0,0.535736503,0,0.535736503,0,,,,,,,,,,,,,,,,,
,0.535706209,0,0.535706209,0,0.535706209,0,0.535706209,0,0.537072848,0,0.531498574,0,0.535706209,0,0.535706209,0,,,,,,,,,,,,,,,,,
,0.535675918,0,0.535675918,0,0.535675918,0,0.535675918,0,0.537042402,0,0.531468757,0,0.535675918,0,0.535675918,0,,,,,,,,,,,,,,,,,
,0.535645631,0,0.535645631,0,0.535645631,0,0.535645631,0,0.53701196,0,0.531438944,0,0.535645631,0,0.535645631,0,,,,,,,,,,,,,,,,,
,0.535615347,0,0.535615347,0,0.535615347,0,0.535615347,0,0.536981522,0,0.531409133,0,0.535615347,0,0.535615347,0,,,,,,,,,,,,,,,,,
,0.535585067,0,0.535585067,0,0.535585067,0,0.535585067,0,0.536951086,0,0.531379327,0,0.535585067,0,0.535585067,0,,,,,,,,,,,,,,,,,
,0.53555479,0,0.53555479,0,0.53555479,0,0.53555479,0,0.536920655,0,0.531349523,0,0.53555479,0,0.53555479,0,,,,,,,,,,,,,,,,,
,0.535524516,0,0.535524516,0,0.535524516,0,0.535524516,0,0.536890227,0,0.531319723,0,0.535524516,0,0.535524516,0,,,,,,,,,,,,,,,,,
,0.535494246,0,0.535494246,0,0.535494246,0,0.535494246,0,0.536859802,0,0.531289926,0,0.535494246,0,0.535494246,0,,,,,,,,,,,,,,,,,
,0.535463979,0,0.535463979,0,0.535463979,0,0.535463979,0,0.53682938,0,0.531260133,0,0.535463979,0,0.535463979,0,,,,,,,,,,,,,,,,,
,0.535433716,0,0.535433716,0,0.535433716,0,0.535433716,0,0.536798962,0,0.531230343,0,0.535433716,0,0.535433716,0,,,,,,,,,,,,,,,,,
,0.535403456,0,0.535403456,0,0.535403456,0,0.535403456,0,0.536768548,0,0.531200556,0,0.535403456,0,0.535403456,0,,,,,,,,,,,,,,,,,
,0.535373199,0,0.535373199,0,0.535373199,0,0.535373199,0,0.536738137,0,0.531170773,0,0.535373199,0,0.535373199,0,,,,,,,,,,,,,,,,,
,0.535342946,0,0.535342946,0,0.535342946,0,0.535342946,0,0.536707729,0,0.531140993,0,0.535342946,0,0.535342946,0,,,,,,,,,,,,,,,,,
,0.535312696,0,0.535312696,0,0.535312696,0,0.535312696,0,0.536677325,0,0.531111216,0,0.535312696,0,0.535312696,0,,,,,,,,,,,,,,,,,
,0.53528245,0,0.53528245,0,0.53528245,0,0.53528245,0,0.536646925,0,0.531081443,0,0.53528245,0,0.53528245,0,,,,,,,,,,,,,,,,,
,0.535252207,0,0.535252207,0,0.535252207,0,0.535252207,0,0.536616527,0,0.531051673,0,0.535252207,0,0.535252207,0,,,,,,,,,,,,,,,,,
,0.535221968,0,0.535221968,0,0.535221968,0,0.535221968,0,0.536586134,0,0.531021906,0,0.535221968,0,0.535221968,0,,,,,,,,,,,,,,,,,
,0.535191732,0,0.535191732,0,0.535191732,0,0.535191732,0,0.536555743,0,0.530992143,0,0.535191732,0,0.535191732,0,,,,,,,,,,,,,,,,,
,0.535161499,0,0.535161499,0,0.535161499,0,0.535161499,0,0.536525356,0,0.530962383,0,0.535161499,0,0.535161499,0,,,,,,,,,,,,,,,,,
,0.53513127,0,0.53513127,0,0.53513127,0,0.53513127,0,0.536494973,0,0.530932626,0,0.53513127,0,0.53513127,0,,,,,,,,,,,,,,,,,
,0.535101044,0,0.535101044,0,0.535101044,0,0.535101044,0,0.536464593,0,0.530902873,0,0.535101044,0,0.535101044,0,,,,,,,,,,,,,,,,,
,0.535070822,0,0.535070822,0,0.535070822,0,0.535070822,0,0.536434216,0,0.530873123,0,0.535070822,0,0.535070822,0,,,,,,,,,,,,,,,,,
,0.535040603,0,0.535040603,0,0.535040603,0,0.535040603,0,0.536403843,0,0.530843376,0,0.535040603,0,0.535040603,0,,,,,,,,,,,,,,,,,
,0.535010387,0,0.535010387,0,0.535010387,0,0.535010387,0,0.536373474,0,0.530813633,0,0.535010387,0,0.535010387,0,,,,,,,,,,,,,,,,,
,0.534980175,0,0.534980175,0,0.534980175,0,0.534980175,0,0.536343107,0,0.530783893,0,0.534980175,0,0.534980175,0,,,,,,,,,,,,,,,,,
,0.534949967,0,0.534949967,0,0.534949967,0,0.534949967,0,0.536312744,0,0.530754156,0,0.534949967,0,0.534949967,0,,,,,,,,,,,,,,,,,
,0.534919761,0,0.534919761,0,0.534919761,0,0.534919761,0,0.536282385,0,0.530724423,0,0.534919761,0,0.534919761,0,,,,,,,,,,,,,,,,,
,0.534889559,0,0.534889559,0,0.534889559,0,0.534889559,0,0.536252029,0,0.530694693,0,0.534889559,0,0.534889559,0,,,,,,,,,,,,,,,,,
,0.534859361,0,0.534859361,0,0.534859361,0,0.534859361,0,0.536221677,0,0.530664966,0,0.534859361,0,0.534859361,0,,,,,,,,,,,,,,,,,
,0.534829166,0,0.534829166,0,0.534829166,0,0.534829166,0,0.536191328,0,0.530635243,0,0.534829166,0,0.534829166,0,,,,,,,,,,,,,,,,,
,0.534798974,0,0.534798974,0,0.534798974,0,0.534798974,0,0.536160982,0,0.530605522,0,0.534798974,0,0.534798974,0,,,,,,,,,,,,,,,,,
,0.534768786,0,0.534768786,0,0.534768786,0,0.534768786,0,0.53613064,0,0.530575806,0,0.534768786,0,0.534768786,0,,,,,,,,,,,,,,,,,
,0.534738601,0,0.534738601,0,0.534738601,0,0.534738601,0,0.536100301,0,0.530546092,0,0.534738601,0,0.534738601,0,,,,,,,,,,,,,,,,,
,0.53470842,0,0.53470842,0,0.53470842,0,0.53470842,0,0.536069966,0,0.530516382,0,0.53470842,0,0.53470842,0,,,,,,,,,,,,,,,,,
,0.534678242,0,0.534678242,0,0.534678242,0,0.534678242,0,0.536039634,0,0.530486676,0,0.534678242,0,0.534678242,0,,,,,,,,,,,,,,,,,
,0.534648067,0,0.534648067,0,0.534648067,0,0.534648067,0,0.536009305,0,0.530456972,0,0.534648067,0,0.534648067,0,,,,,,,,,,,,,,,,,
,0.534617896,0,0.534617896,0,0.534617896,0,0.534617896,0,0.53597898,0,0.530427272,0,0.534617896,0,0.534617896,0,,,,,,,,,,,,,,,,,
,0.534587728,0,0.534587728,0,0.534587728,0,0.534587728,0,0.535948659,0,0.530397576,0,0.534587728,0,0.534587728,0,,,,,,,,,,,,,,,,,
,0.534557564,0,0.534557564,0,0.534557564,0,0.534557564,0,0.53591834,0,0.530367882,0,0.534557564,0,0.534557564,0,,,,,,,,,,,,,,,,,
,0.534527403,0,0.534527403,0,0.534527403,0,0.534527403,0,0.535888026,0,0.530338192,0,0.534527403,0,0.534527403,0,,,,,,,,,,,,,,,,,
,0.534497245,0,0.534497245,0,0.534497245,0,0.534497245,0,0.535857714,0,0.530308505,0,0.534497245,0,0.534497245,0,,,,,,,,,,,,,,,,,
,0.534467091,0,0.534467091,0,0.534467091,0,0.534467091,0,0.535827406,0,0.530278822,0,0.534467091,0,0.534467091,0,,,,,,,,,,,,,,,,,
,0.53443694,0,0.53443694,0,0.53443694,0,0.53443694,0,0.535797102,0,0.530249142,0,0.53443694,0,0.53443694,0,,,,,,,,,,,,,,,,,
,0.534406793,0,0.534406793,0,0.534406793,0,0.534406793,0,0.535766801,0,0.530219465,0,0.534406793,0,0.534406793,0,,,,,,,,,,,,,,,,,
,0.534376649,0,0.534376649,0,0.534376649,0,0.534376649,0,0.535736503,0,0.530189791,0,0.534376649,0,0.534376649,0,,,,,,,,,,,,,,,,,
,0.534346508,0,0.534346508,0,0.534346508,0,0.534346508,0,0.535706209,0,0.530160121,0,0.534346508,0,0.534346508,0,,,,,,,,,,,,,,,,,
,0.534316371,0,0.534316371,0,0.534316371,0,0.534316371,0,0.535675918,0,0.530130454,0,0.534316371,0,0.534316371,0,,,,,,,,,,,,,,,,,
,0.534286237,0,0.534286237,0,0.534286237,0,0.534286237,0,0.535645631,0,0.530100791,0,0.534286237,0,0.534286237,0,,,,,,,,,,,,,,,,,
,0.534256107,0,0.534256107,0,0.534256107,0,0.534256107,0,0.535615347,0,0.530071131,0,0.534256107,0,0.534256107,0,,,,,,,,,,,,,,,,,
,0.53422598,0,0.53422598,0,0.53422598,0,0.53422598,0,0.535585067,0,0.530041474,0,0.53422598,0,0.53422598,0,,,,,,,,,,,,,,,,,
,0.534195856,0,0.534195856,0,0.534195856,0,0.534195856,0,0.53555479,0,0.53001182,0,0.534195856,0,0.534195856,0,,,,,,,,,,,,,,,,,
,0.534165736,0,0.534165736,0,0.534165736,0,0.534165736,0,0.535524516,0,0.52998217,0,0.534165736,0,0.534165736,0,,,,,,,,,,,,,,,,,
,0.534135619,0,0.534135619,0,0.534135619,0,0.534135619,0,0.535494246,0,0.529952523,0,0.534135619,0,0.534135619,0,,,,,,,,,,,,,,,,,
,0.534105506,0,0.534105506,0,0.534105506,0,0.534105506,0,0.535463979,0,0.52992288,0,0.534105506,0,0.534105506,0,,,,,,,,,,,,,,,,,
,0.534075396,0,0.534075396,0,0.534075396,0,0.534075396,0,0.535433716,0,0.529893239,0,0.534075396,0,0.534075396,0,,,,,,,,,,,,,,,,,
,0.534045289,0,0.534045289,0,0.534045289,0,0.534045289,0,0.535403456,0,0.529863602,0,0.534045289,0,0.534045289,0,,,,,,,,,,,,,,,,,
,0.534015186,0,0.534015186,0,0.534015186,0,0.534015186,0,0.535373199,0,0.529833969,0,0.534015186,0,0.534015186,0,,,,,,,,,,,,,,,,,
,0.533985086,0,0.533985086,0,0.533985086,0,0.533985086,0,0.535342946,0,0.529804338,0,0.533985086,0,0.533985086,0,,,,,,,,,,,,,,,,,
,0.53395499,0,0.53395499,0,0.53395499,0,0.53395499,0,0.535312696,0,0.529774711,0,0.53395499,0,0.53395499,0,,,,,,,,,,,,,,,,,
,0.533924897,0,0.533924897,0,0.533924897,0,0.533924897,0,0.53528245,0,0.529745088,0,0.533924897,0,0.533924897,0,,,,,,,,,,,,,,,,,
,0.533894807,0,0.533894807,0,0.533894807,0,0.533894807,0,0.535252207,0,0.529715467,0,0.533894807,0,0.533894807,0,,,,,,,,,,,,,,,,,
,0.533864721,0,0.533864721,0,0.533864721,0,0.533864721,0,0.535221968,0,0.52968585,0,0.533864721,0,0.533864721,0,,,,,,,,,,,,,,,,,
,0.533834638,0,0.533834638,0,0.533834638,0,0.533834638,0,0.535191732,0,0.529656236,0,0.533834638,0,0.533834638,0,,,,,,,,,,,,,,,,,
,0.533804558,0,0.533804558,0,0.533804558,0,0.533804558,0,0.535161499,0,0.529626626,0,0.533804558,0,0.533804558,0,,,,,,,,,,,,,,,,,
,0.533774482,0,0.533774482,0,0.533774482,0,0.533774482,0,0.53513127,0,0.529597019,0,0.533774482,0,0.533774482,0,,,,,,,,,,,,,,,,,
,0.533744409,0,0.533744409,0,0.533744409,0,0.533744409,0,0.535101044,0,0.529567415,0,0.533744409,0,0.533744409,0,,,,,,,,,,,,,,,,,
,0.53371434,0,0.53371434,0,0.53371434,0,0.53371434,0,0.535070822,0,0.529537814,0,0.53371434,0,0.53371434,0,,,,,,,,,,,,,,,,,
,0.533684274,0,0.533684274,0,0.533684274,0,0.533684274,0,0.535040603,0,0.529508217,0,0.533684274,0,0.533684274,0,,,,,,,,,,,,,,,,,
,0.533654212,0,0.533654212,0,0.533654212,0,0.533654212,0,0.535010387,0,0.529478623,0,0.533654212,0,0.533654212,0,,,,,,,,,,,,,,,,,
,0.533624153,0,0.533624153,0,0.533624153,0,0.533624153,0,0.534980175,0,0.529449033,0,0.533624153,0,0.533624153,0,,,,,,,,,,,,,,,,,
,0.533594097,0,0.533594097,0,0.533594097,0,0.533594097,0,0.534949967,0,0.529419445,0,0.533594097,0,0.533594097,0,,,,,,,,,,,,,,,,,
,0.533564044,0,0.533564044,0,0.533564044,0,0.533564044,0,0.534919761,0,0.529389861,0,0.533564044,0,0.533564044,0,,,,,,,,,,,,,,,,,
,0.533533995,0,0.533533995,0,0.533533995,0,0.533533995,0,0.534889559,0,0.529360281,0,0.533533995,0,0.533533995,0,,,,,,,,,,,,,,,,,
,0.53350395,0,0.53350395,0,0.53350395,0,0.53350395,0,0.534859361,0,0.529330703,0,0.53350395,0,0.53350395,0,,,,,,,,,,,,,,,,,
,0.533473908,0,0.533473908,0,0.533473908,0,0.533473908,0,0.534829166,0,0.529301129,0,0.533473908,0,0.533473908,0,,,,,,,,,,,,,,,,,
,0.533443869,0,0.533443869,0,0.533443869,0,0.533443869,0,0.534798974,0,0.529271558,0,0.533443869,0,0.533443869,0,,,,,,,,,,,,,,,,,
,0.533413833,0,0.533413833,0,0.533413833,0,0.533413833,0,0.534768786,0,0.529241991,0,0.533413833,0,0.533413833,0,,,,,,,,,,,,,,,,,
,0.533383801,0,0.533383801,0,0.533383801,0,0.533383801,0,0.534738601,0,0.529212427,0,0.533383801,0,0.533383801,0,,,,,,,,,,,,,,,,,
,0.533353773,0,0.533353773,0,0.533353773,0,0.533353773,0,0.53470842,0,0.529182866,0,0.533353773,0,0.533353773,0,,,,,,,,,,,,,,,,,
,0.533323747,0,0.533323747,0,0.533323747,0,0.533323747,0,0.534678242,0,0.529153308,0,0.533323747,0,0.533323747,0,,,,,,,,,,,,,,,,,
,0.533293725,0,0.533293725,0,0.533293725,0,0.533293725,0,0.534648067,0,0.529123754,0,0.533293725,0,0.533293725,0,,,,,,,,,,,,,,,,,
,0.533263707,0,0.533263707,0,0.533263707,0,0.533263707,0,0.534617896,0,0.529094203,0,0.533263707,0,0.533263707,0,,,,,,,,,,,,,,,,,
,0.533233692,0,0.533233692,0,0.533233692,0,0.533233692,0,0.534587728,0,0.529064656,0,0.533233692,0,0.533233692,0,,,,,,,,,,,,,,,,,
,0.53320368,0,0.53320368,0,0.53320368,0,0.53320368,0,0.534557564,0,0.529035111,0,0.53320368,0,0.53320368,0,,,,,,,,,,,,,,,,,
,0.533173671,0,0.533173671,0,0.533173671,0,0.533173671,0,0.534527403,0,0.52900557,0,0.533173671,0,0.533173671,0,,,,,,,,,,,,,,,,,
,0.533143666,0,0.533143666,0,0.533143666,0,0.533143666,0,0.534497245,0,0.528976032,0,0.533143666,0,0.533143666,0,,,,,,,,,,,,,,,,,
,0.533113665,0,0.533113665,0,0.533113665,0,0.533113665,0,0.534467091,0,0.528946498,0,0.533113665,0,0.533113665,0,,,,,,,,,,,,,,,,,
,0.533083666,0,0.533083666,0,0.533083666,0,0.533083666,0,0.53443694,0,0.528916967,0,0.533083666,0,0.533083666,0,,,,,,,,,,,,,,,,,
,0.533053671,0,0.533053671,0,0.533053671,0,0.533053671,0,0.534406793,0,0.528887439,0,0.533053671,0,0.533053671,0,,,,,,,,,,,,,,,,,
,0.53302368,0,0.53302368,0,0.53302368,0,0.53302368,0,0.534376649,0,0.528857914,0,0.53302368,0,0.53302368,0,,,,,,,,,,,,,,,,,
,0.532993692,0,0.532993692,0,0.532993692,0,0.532993692,0,0.534346508,0,0.528828393,0,0.532993692,0,0.532993692,0,,,,,,,,,,,,,,,,,
,0.532963707,0,0.532963707,0,0.532963707,0,0.532963707,0,0.534316371,0,0.528798875,0,0.532963707,0,0.532963707,0,,,,,,,,,,,,,,,,,
,0.532933726,0,0.532933726,0,0.532933726,0,0.532933726,0,0.534286237,0,0.52876936,0,0.532933726,0,0.532933726,0,,,,,,,,,,,,,,,,,
,0.532903747,0,0.532903747,0,0.532903747,0,0.532903747,0,0.534256107,0,0.528739849,0,0.532903747,0,0.532903747,0,,,,,,,,,,,,,,,,,
,0.532873773,0,0.532873773,0,0.532873773,0,0.532873773,0,0.53422598,0,0.528710341,0,0.532873773,0,0.532873773,0,,,,,,,,,,,,,,,,,
,0.532843802,0,0.532843802,0,0.532843802,0,0.532843802,0,0.534195856,0,0.528680836,0,0.532843802,0,0.532843802,0,,,,,,,,,,,,,,,,,
,0.532813834,0,0.532813834,0,0.532813834,0,0.532813834,0,0.534165736,0,0.528651335,0,0.532813834,0,0.532813834,0,,,,,,,,,,,,,,,,,
,0.532783869,0,0.532783869,0,0.532783869,0,0.532783869,0,0.534135619,0,0.528621836,0,0.532783869,0,0.532783869,0,,,,,,,,,,,,,,,,,
,0.532753908,0,0.532753908,0,0.532753908,0,0.532753908,0,0.534105506,0,0.528592341,0,0.532753908,0,0.532753908,0,,,,,,,,,,,,,,,,,
,0.53272395,0,0.53272395,0,0.53272395,0,0.53272395,0,0.534075396,0,0.52856285,0,0.53272395,0,0.53272395,0,,,,,,,,,,,,,,,,,
,0.532693996,0,0.532693996,0,0.532693996,0,0.532693996,0,0.534045289,0,0.528533362,0,0.532693996,0,0.532693996,0,,,,,,,,,,,,,,,,,
,0.532664045,0,0.532664045,0,0.532664045,0,0.532664045,0,0.534015186,0,0.528503876,0,0.532664045,0,0.532664045,0,,,,,,,,,,,,,,,,,
,0.532634097,0,0.532634097,0,0.532634097,0,0.532634097,0,0.533985086,0,0.528474395,0,0.532634097,0,0.532634097,0,,,,,,,,,,,,,,,,,
,0.532604152,0,0.532604152,0,0.532604152,0,0.532604152,0,0.53395499,0,0.528444916,0,0.532604152,0,0.532604152,0,,,,,,,,,,,,,,,,,
,0.532574211,0,0.532574211,0,0.532574211,0,0.532574211,0,0.533924897,0,0.528415441,0,0.532574211,0,0.532574211,0,,,,,,,,,,,,,,,,,
,0.532544274,0,0.532544274,0,0.532544274,0,0.532544274,0,0.533894807,0,0.528385969,0,0.532544274,0,0.532544274,0,,,,,,,,,,,,,,,,,
,0.53251434,0,0.53251434,0,0.53251434,0,0.53251434,0,0.533864721,0,0.528356501,0,0.53251434,0,0.53251434,0,,,,,,,,,,,,,,,,,
,0.532484409,0,0.532484409,0,0.532484409,0,0.532484409,0,0.533834638,0,0.528327035,0,0.532484409,0,0.532484409,0,,,,,,,,,,,,,,,,,
,0.532454481,0,0.532454481,0,0.532454481,0,0.532454481,0,0.533804558,0,0.528297573,0,0.532454481,0,0.532454481,0,,,,,,,,,,,,,,,,,
,0.532424557,0,0.532424557,0,0.532424557,0,0.532424557,0,0.533774482,0,0.528268114,0,0.532424557,0,0.532424557,0,,,,,,,,,,,,,,,,,
,0.532394636,0,0.532394636,0,0.532394636,0,0.532394636,0,0.533744409,0,0.528238659,0,0.532394636,0,0.532394636,0,,,,,,,,,,,,,,,,,
,0.532364719,0,0.532364719,0,0.532364719,0,0.532364719,0,0.53371434,0,0.528209207,0,0.532364719,0,0.532364719,0,,,,,,,,,,,,,,,,,
,0.532334805,0,0.532334805,0,0.532334805,0,0.532334805,0,0.533684274,0,0.528179758,0,0.532334805,0,0.532334805,0,,,,,,,,,,,,,,,,,
,0.532304894,0,0.532304894,0,0.532304894,0,0.532304894,0,0.533654212,0,0.528150312,0,0.532304894,0,0.532304894,0,,,,,,,,,,,,,,,,,
,0.532274987,0,0.532274987,0,0.532274987,0,0.532274987,0,0.533624153,0,0.52812087,0,0.532274987,0,0.532274987,0,,,,,,,,,,,,,,,,,
,0.532245083,0,0.532245083,0,0.532245083,0,0.532245083,0,0.533594097,0,0.528091431,0,0.532245083,0,0.532245083,0,,,,,,,,,,,,,,,,,
,0.532215182,0,0.532215182,0,0.532215182,0,0.532215182,0,0.533564044,0,0.528061995,0,0.532215182,0,0.532215182,0,,,,,,,,,,,,,,,,,
,0.532185285,0,0.532185285,0,0.532185285,0,0.532185285,0,0.533533995,0,0.528032563,0,0.532185285,0,0.532185285,0,,,,,,,,,,,,,,,,,
,0.532155391,0,0.532155391,0,0.532155391,0,0.532155391,0,0.53350395,0,0.528003133,0,0.532155391,0,0.532155391,0,,,,,,,,,,,,,,,,,
,0.5321255,0,0.5321255,0,0.5321255,0,0.5321255,0,0.533473908,0,0.527973708,0,0.5321255,0,0.5321255,0,,,,,,,,,,,,,,,,,
,0.532095613,0,0.532095613,0,0.532095613,0,0.532095613,0,0.533443869,0,0.527944285,0,0.532095613,0,0.532095613,0,,,,,,,,,,,,,,,,,
,0.532065729,0,0.532065729,0,0.532065729,0,0.532065729,0,0.533413833,0,0.527914866,0,0.532065729,0,0.532065729,0,,,,,,,,,,,,,,,,,
,0.532035849,0,0.532035849,0,0.532035849,0,0.532035849,0,0.533383801,0,0.527885449,0,0.532035849,0,0.532035849,0,,,,,,,,,,,,,,,,,
,0.532005972,0,0.532005972,0,0.532005972,0,0.532005972,0,0.533353773,0,0.527856037,0,0.532005972,0,0.532005972,0,,,,,,,,,,,,,,,,,
,0.531976098,0,0.531976098,0,0.531976098,0,0.531976098,0,0.533323747,0,0.527826627,0,0.531976098,0,0.531976098,0,,,,,,,,,,,,,,,,,
,0.531946228,0,0.531946228,0,0.531946228,0,0.531946228,0,0.533293725,0,0.527797221,0,0.531946228,0,0.531946228,0,,,,,,,,,,,,,,,,,
,0.531916361,0,0.531916361,0,0.531916361,0,0.531916361,0,0.533263707,0,0.527767818,0,0.531916361,0,0.531916361,0,,,,,,,,,,,,,,,,,
,0.531886497,0,0.531886497,0,0.531886497,0,0.531886497,0,0.533233692,0,0.527738418,0,0.531886497,0,0.531886497,0,,,,,,,,,,,,,,,,,
,0.531856637,0,0.531856637,0,0.531856637,0,0.531856637,0,0.53320368,0,0.527709022,0,0.531856637,0,0.531856637,0,,,,,,,,,,,,,,,,,
,0.53182678,0,0.53182678,0,0.53182678,0,0.53182678,0,0.533173671,0,0.527679629,0,0.53182678,0,0.53182678,0,,,,,,,,,,,,,,,,,
,0.531796926,0,0.531796926,0,0.531796926,0,0.531796926,0,0.533143666,0,0.527650239,0,0.531796926,0,0.531796926,0,,,,,,,,,,,,,,,,,
,0.531767076,0,0.531767076,0,0.531767076,0,0.531767076,0,0.533113665,0,0.527620852,0,0.531767076,0,0.531767076,0,,,,,,,,,,,,,,,,,
,0.531737229,0,0.531737229,0,0.531737229,0,0.531737229,0,0.533083666,0,0.527591469,0,0.531737229,0,0.531737229,0,,,,,,,,,,,,,,,,,
,0.531707385,0,0.531707385,0,0.531707385,0,0.531707385,0,0.533053671,0,0.527562089,0,0.531707385,0,0.531707385,0,,,,,,,,,,,,,,,,,
,0.531677545,0,0.531677545,0,0.531677545,0,0.531677545,0,0.53302368,0,0.527532712,0,0.531677545,0,0.531677545,0,,,,,,,,,,,,,,,,,
,0.531647708,0,0.531647708,0,0.531647708,0,0.531647708,0,0.532993692,0,0.527503338,0,0.531647708,0,0.531647708,0,,,,,,,,,,,,,,,,,
,0.531617874,0,0.531617874,0,0.531617874,0,0.531617874,0,0.532963707,0,0.527473968,0,0.531617874,0,0.531617874,0,,,,,,,,,,,,,,,,,
,0.531588044,0,0.531588044,0,0.531588044,0,0.531588044,0,0.532933726,0,0.527444601,0,0.531588044,0,0.531588044,0,,,,,,,,,,,,,,,,,
,0.531558217,0,0.531558217,0,0.531558217,0,0.531558217,0,0.532903747,0,0.527415238,0,0.531558217,0,0.531558217,0,,,,,,,,,,,,,,,,,
,0.531528394,0,0.531528394,0,0.531528394,0,0.531528394,0,0.532873773,0,0.527385877,0,0.531528394,0,0.531528394,0,,,,,,,,,,,,,,,,,
,0.531498574,0,0.531498574,0,0.531498574,0,0.531498574,0,0.532843802,0,0.52735652,0,0.531498574,0,0.531498574,0,,,,,,,,,,,,,,,,,
,0.531468757,0,0.531468757,0,0.531468757,0,0.531468757,0,0.532813834,0,0.527327166,0,0.531468757,0,0.531468757,0,,,,,,,,,,,,,,,,,
,0.531438944,0,0.531438944,0,0.531438944,0,0.531438944,0,0.532783869,0,0.527297815,0,0.531438944,0,0.531438944,0,,,,,,,,,,,,,,,,,
,0.531409133,0,0.531409133,0,0.531409133,0,0.531409133,0,0.532753908,0,0.527268468,0,0.531409133,0,0.531409133,0,,,,,,,,,,,,,,,,,
,0.531379327,0,0.531379327,0,0.531379327,0,0.531379327,0,0.53272395,0,0.527239124,0,0.531379327,0,0.531379327,0,,,,,,,,,,,,,,,,,
,0.531349523,0,0.531349523,0,0.531349523,0,0.531349523,0,0.532693996,0,0.527209783,0,0.531349523,0,0.531349523,0,,,,,,,,,,,,,,,,,
,0.531319723,0,0.531319723,0,0.531319723,0,0.531319723,0,0.532664045,0,0.527180446,0,0.531319723,0,0.531319723,0,,,,,,,,,,,,,,,,,
,0.531289926,0,0.531289926,0,0.531289926,0,0.531289926,0,0.532634097,0,0.527151111,0,0.531289926,0,0.531289926,0,,,,,,,,,,,,,,,,,
,0.531260133,0,0.531260133,0,0.531260133,0,0.531260133,0,0.532604152,0,0.52712178,0,0.531260133,0,0.531260133,0,,,,,,,,,,,,,,,,,
,0.531230343,0,0.531230343,0,0.531230343,0,0.531230343,0,0.532574211,0,0.527092452,0,0.531230343,0,0.531230343,0,,,,,,,,,,,,,,,,,
,0.531200556,0,0.531200556,0,0.531200556,0,0.531200556,0,0.532544274,0,0.527063128,0,0.531200556,0,0.531200556,0,,,,,,,,,,,,,,,,,
,0.531170773,0,0.531170773,0,0.531170773,0,0.531170773,0,0.53251434,0,0.527033807,0,0.531170773,0,0.531170773,0,,,,,,,,,,,,,,,,,
,0.531140993,0,0.531140993,0,0.531140993,0,0.531140993,0,0.532484409,0,0.527004489,0,0.531140993,0,0.531140993,0,,,,,,,,,,,,,,,,,
,0.531111216,0,0.531111216,0,0.531111216,0,0.531111216,0,0.532454481,0,0.526975174,0,0.531111216,0,0.531111216,0,,,,,,,,,,,,,,,,,
,0.531081443,0,0.531081443,0,0.531081443,0,0.531081443,0,0.532424557,0,0.526945863,0,0.531081443,0,0.531081443,0,,,,,,,,,,,,,,,,,
,0.531051673,0,0.531051673,0,0.531051673,0,0.531051673,0,0.532394636,0,0.526916554,0,0.531051673,0,0.531051673,0,,,,,,,,,,,,,,,,,
,0.531021906,0,0.531021906,0,0.531021906,0,0.531021906,0,0.532364719,0,0.526887249,0,0.531021906,0,0.531021906,0,,,,,,,,,,,,,,,,,
,0.530992143,0,0.530992143,0,0.530992143,0,0.530992143,0,0.532334805,0,0.526857948,0,0.530992143,0,0.530992143,0,,,,,,,,,,,,,,,,,
,0.530962383,0,0.530962383,0,0.530962383,0,0.530962383,0,0.532304894,0,0.526828649,0,0.530962383,0,0.530962383,0,,,,,,,,,,,,,,,,,
,0.530932626,0,0.530932626,0,0.530932626,0,0.530932626,0,0.532274987,0,0.526799354,0,0.530932626,0,0.530932626,0,,,,,,,,,,,,,,,,,
,0.530902873,0,0.530902873,0,0.530902873,0,0.530902873,0,0.532245083,0,0.526770062,0,0.530902873,0,0.530902873,0,,,,,,,,,,,,,,,,,
